0.495   7.85555
1.495   4.992043
2.495   5.083519
3.495   4.837184
4.495   5.730787
5.495   5.384058
6.495   4.852617
7.495   5.158381
8.495   5.869892
9.495   4.884564
10.495  4.33198
11.495  4.386514
12.495  5.166891
13.495  4.771049
14.495  4.882547
15.495  5.236072
16.495  4.251842
17.495  3.868952
18.495  4.465192
19.495  3.914108
20.495  4.501608
21.495  5.12093
22.495  4.36732
23.495  4.903208
24.495  5.098126
25.495  4.690235
26.495  5.399739
27.495  5.108307
28.495  5.292021
29.495  5.145338
30.495  4.404358
31.495  5.405853
32.495  4.663691
33.495  4.081963
34.495  6.188183
35.495  6.0188
36.495  7.692908
37.495  6.092902
38.495  4.749257
39.495  3.633642
40.495  5.749056
41.495  7.607848
42.495  6.198161
43.495  5.042036
44.495  4.861593
45.495  3.774541
46.495  2.93576
47.495  3.740174
48.495  4.738251
49.495  4.423623
50.495  3.687216
51.495  3.175314
52.495  5.431673
53.495  4.597431
54.495  4.661989
55.495  3.795582
56.495  4.196253
57.495  4.170956
58.495  4.300163
59.495  3.669111
60.495  3.981718
61.495  4.44312
62.495  4.465314
63.495  3.552949
64.495  3.098147
65.495  4.069936
66.495  4.517417
67.495  4.228989
68.495  4.566031
69.495  6.113259
70.495  5.482125
71.495  4.912869
72.495  5.193067
73.495  5.414767
74.495  5.861018
75.495  3.330722
76.495  3.883945
77.495  4.309343
78.495  3.553871
79.495  4.289112
80.495  5.945142
81.495  5.157633
82.495  4.124648
83.495  4.150417
84.495  3.965337
85.495  3.452004
86.495  4.220101
87.495  5.871353
88.495  5.968219
89.495  4.216883
90.495  4.910265
91.495  4.364788
92.495  4.418641
93.495  2.983683
94.495  3.532853
95.495  4.406537
96.495  5.281766
97.495  5.846073
98.495  6.900974
99.495  4.993888
100.495 5.01344
101.495 5.836103
102.495 6.814361
103.495 5.295947
104.495 5.458851
105.495 6.426154
106.495 5.965657
107.495 5.041414
108.495 4.897183
109.495 4.500224
110.495 5.418111
111.495 5.677549
112.495 6.762825
113.495 6.83103
114.495 6.735544
115.495 6.795608
116.495 6.762779
117.495 6.056893
118.495 6.296188
119.495 6.069157
120.495 6.69384
121.495 6.51264
122.495 6.139268
123.495 6.424421
124.495 6.2766
125.495 5.810904
126.495 5.793117
127.495 4.723606
128.495 5.404977
129.495 6.632844
130.495 6.559532
131.495 6.73709
132.495 6.377484
133.495 6.385852
134.495 6.390564
135.495 6.481876
136.495 6.519546
137.495 6.424363
138.495 6.213209
139.495 6.448448
140.495 6.072065
141.495 6.232355
142.495 6.133897
143.495 6.285806
144.495 5.979782
145.495 5.902345
146.495 4.774288
147.495 4.985182
148.495 4.523976
149.495 4.298417
150.495 3.555156
151.495 3.881785
152.495 2.986247
153.495 3.687659
154.495 6.278628
155.495 5.906808
156.495 6.056681
157.495 5.988139
158.495 5.967813
159.495 4.378355
160.495 4.040305
161.495 4.199613
162.495 4.03333
163.495 3.812861
164.495 4.445457
165.495 4.702903
166.495 4.492487
167.495 4.369803
168.495 4.434697
169.495 4.446601
170.495 5.85261
171.495 4.960565
172.495 4.810213
173.495 5.099955
174.495 6.129668
175.495 4.632645
176.495 4.434772
177.495 5.373664
178.495 5.130775
179.495 5.493731
180.495 6.256959
181.495 5.579167
182.495 5.193838
183.495 6.242636
184.495 5.866744
185.495 5.692851
186.495 5.660518
187.495 6.539093
188.495 5.149898
189.495 6.084246
190.495 5.902113
191.495 6.556249
192.495 6.47089
193.495 6.601765
194.495 6.678838
195.495 6.475928
196.495 6.449563
197.495 6.445582
198.495 6.458978
199.495 6.206001
200.495 3.994532
201.495 4.649855
202.495 5.18968
203.495 3.91944
204.495 4.550412
205.495 5.497172
206.495 4.125317
207.495 5.070048
208.495 5.604442
209.495 5.139417
210.495 5.413501
211.495 4.784013
212.495 3.88686
213.495 5.543916
214.495 5.366814
215.495 4.590774
216.495 3.515021
217.495 4.549414
218.495 4.413313
219.495 4.365502
220.495 4.822679
221.495 4.942861
222.495 4.184449
223.495 4.569083
224.495 5.034656
225.495 3.760486
226.495 5.778256
227.495 4.666387
228.495 3.87934
229.495 4.298156
230.495 3.606369
231.495 4.043328
232.495 3.533107
233.495 4.322265
234.495 6.460613
235.495 5.619601
236.495 5.003014
237.495 5.240613
238.495 5.716251
239.495 6.512721
240.495 6.360552
241.495 4.694978
242.495 4.520795
243.495 6.517642
244.495 6.727004
245.495 6.663968
246.495 6.741717
247.495 6.748613
248.495 6.230022
249.495 4.738152
250.495 6.63096
251.495 5.940607
252.495 4.742698
253.495 4.901755
254.495 5.24829
255.495 6.601441
256.495 6.805718
257.495 6.696987
258.495 5.814055
259.495 6.719182
260.495 5.310413
261.495 4.917739
262.495 4.895024
263.495 4.910364
264.495 5.474503
265.495 6.951988
266.495 5.2517
267.495 5.347468
268.495 4.94037
269.495 5.637509
270.495 5.592732
271.495 6.633568
272.495 5.42893
273.495 6.134158
274.495 5.679378
275.495 5.436838
276.495 6.490301
277.495 5.504136
278.495 4.772426
279.495 5.005461
280.495 6.63088
281.495 6.747831
282.495 5.150361
283.495 5.031422
284.495 4.875282
285.495 4.702079
286.495 4.880232
287.495 4.886068
288.495 5.34387
289.495 4.904718
290.495 6.713236
291.495 7.771074
292.495 5.571742
293.495 5.278872
294.495 6.742266
295.495 6.609142
296.495 5.969145
297.495 6.306997
298.495 6.458366
299.495 5.442104
